ID,Translation,English,Comments by Manuel,Comments,
report.adult.pg2.example1.p2,"Sin embargo, Mike fue mordido por un perro cuando era niño. Ahora su actitud es que siente miedo cuando ve un perro y su hábito es cruzar la calle y evitarlo.","However, Mike was bitten by a dog as a child. Now his attitude is that he feels afraid when he sees a dog and his habit is to cross the street and avoid it.",,,
report.adult.pg2.example1.title,"Aquí hay un ejemplo de ""Hábito"" sobre los perros","Here's an example of a ""Habitude"" about Dogs",,,
report.adult.pg2.example2.p1,"La familia de Ryan lo alentó a ahorrar la mitad de su mesada y regalos en efectivo. Ahora, cuando obtiene su cheque de pago o un bono, su actitud es que debería ahorrar parte de él y su hábito es que parte de este dinero se deposita automáticamente en una cuenta de inversión.","Ryan's family encouraged him to save half of his allowance and cash gifts. Now when he gets his paycheck or a bonus, his attitude is that he should save part of it and his habit is that he has part of it automatically deposited into an investment account.",,,
report.adult.pg2.example2.p2,"Por otro lado, la madre de Lacey siempre tomaba los regalos en efectivo que recibía Lacey y nunca le daba dinero, incluso cuando prometía pagarle a Lacey por hacer los quehaceres. Ahora, cuando Lacey obtiene dinero, su actitud es que teme que se lo quiten, por lo que su hábito es esconderlo de su esposo o gastarlo de inmediato.","On the other hand, Lacey's mother always took any cash gifts Lacey received and never gave her money, even when she promised to pay Lacey for doing chores. Now when Lacey gets money, her attitude is that she fears it will be taken away from her, so her habit is to hide it from her husband or spend it right away.",,,
report.adult.pg2.example2.title,Aquí hay un ejemplo de un Hábito sobre Dinero,"Here's an example of a ""Habitude"" about Money",,,
report.adult.pg2.quote.li1,Nuestras familias y otras personas importantes en nuestras vidas,Our families and other significant people in our lives.,,,
report.adult.pg2.quote.li2,Nuestra cultura,Our culture.,,,
report.adult.pg2.quote.li3,Los medios,The media.,,,
report.adult.pg2.quote.li4,Enseñanzas Religiosas y espirituales,Religious and spiritual teachings.,,,
report.adult.pg2.quote.p1,"Lo que sentimos sobre el dinero está muy influenciado por los mensajes y las experiencias que hemos tenido. Esos mensajes pueden provenir de varias fuentes, que incluyen:","How we feel about money is very much influenced by the messages and experiences that we've had. Those messages can come from various sources, including:",,,
report.adult.pg2.quote.p2,Y nuestras propias personalidades y experiencias también pueden jugar un papel importante. ¡Incluso dos hermanos que crecieron en el mismo hogar pueden ver y usar el dinero de formas muy diferentes!,And our own personalities and experiences can play a big part too. Even two brothers who grew up in the same household may see and use money in very different ways!,,,
report.adult.pg2.subtitle,"Un ""Habitud"" es una combinación de hábito (reacción automática) y una ""actitud"" (sentimiento o pensamiento automático) ","A ""habitude"" is a combination of a ""habit"" (automatic reaction) and an ""attitude"" (automatic thought or feeling).",,,
report.adult.pg2.title,Qué es un Hábito,What is a Habitude?,,,
report.adult.pg3.notes.l1,"Todos son una combinación de los tipos de Hábitos Monetarios y cada una es buena. No hay una combinación ""perfecta"".","Everyone is a combination of Money Habitudes types and each one is good. There's no ""perfect"" combination. ",,,
report.adult.pg3.notes.l2,Usar en exceso o subutilizar cualquier Hábito puede ser un desafío.,Overusing or underusing any Habitude can be challenging.,,,
report.adult.pg3.notes.l3,Tus Hábitos pueden cambiar con el tiempo dependiendo de las circunstancias o si decides cambiar intencionalmente.,Your Habitudes can change over time depending on circumstances or if you intentionally decide to change.,,,
report.adult.pg3.notes.l4,"Mucha gente tendrá uno o dos Hábitos que son dominantes. Eso significa que cuando reciben dinero, el primer pensamiento que tendrán es el mensaje relacionado con su(s) Hábito(s) dominante(s)","Many people will have one or two Habitudes that are dominant. That means that when they get money, the first thought they will have is the message related to their dominant Habitude(s).",,,
report.adult.pg3.notes.l5,"Lo más importante para pensar y hablar es lo que tus resultados significan para ti. ¿Estás satisfecho con tu combinación? Si es así, ¡Es genial! De lo contrario, ¿te beneficiarías de usar un Hábito más o menos?","The most important thing to think and talk about is what your results mean to you. Are you satisfied with your combination? If yes, that's great! If not, would you benefit from using one Habitude more or less?",,,
report.adult.pg3.notes.title,Algunas cosas a considerar son:,Some things to keep in mind are:,,,
report.adult.pg3.subtitle.l1,Hay 6 categorías diferentes de Hábitos Monetarios. Cada uno tiene 6 cartas de resumen.,There are 6 different Money Habitudes categories. Each has 9 statement cards.,,,
report.adult.pg3.subtitle.l2,"Mientras más cartas pongas en tu mazo ""ESE SOY YO"", probablemente más fuerte sea ese Hábito para ti.","The more cards you put in your ""THAT'S ME"" pile, the stronger that Habitude probably is for you.",,,
report.adult.pg3.table.f1,"Fuerza de los Hábitos en tu mazo ""Ese soy yo"":","Strength of the Habitudes in your ""That's Me"" pile:",,,
report.adult.pg3.table.f2,USANDO,USING,,,
report.adult.pg3.table.f3,DOMINANTE,DOMINANT,,,
report.adult.pg3.table.f4,FUERTE DOMINANTE,STRONG DOMINANT,,,
report.adult.pg3.table.h1,Hábito Monetario,Money Habitude,,,
report.adult.pg3.table.h2,Mensaje de dinero,Money message,,,
report.adult.pg3.table.message.ca,No ser una prioridad,Not to be a priority,,,
report.adult.pg3.table.message.gi,Ayuda a otros,Help others,,,
report.adult.pg3.table.message.pl,Actúa intencionalmente,Act intentionally,,,
report.adult.pg3.table.message.se,Mantente a salvo y seguro,Stay safe and secure,,,
report.adult.pg3.table.message.sp,Disfruta el momento,Enjoy the moment,,,
report.adult.pg3.table.message.st,Deja una buena impresión,Make a good impression,,,
report.adult.pg3.table.subtitle,"Haz puesto {cartas} en tu mazo ""ESE SOY YO""","You have put {cards} in your ""THAT'S ME"" pile.",,{cards} is the placeholder for number of cards in the That's Me pile.,
report.adult.pg3.table.title,Aquí está tu combinación personal de Hábitos Monetarios:,Here's your Personal Combination of Money Habitudes:,,,
report.adult.pg3.title,Los Seis patrones más comunes de Hábitos y Actitudes,The Six Most Common Patterns of Habits and Attitudes,,,
report.adult.summary.ca.high,"Para ti, el ser Espiritu Libre es un Hábito dominante y aplica en muchas ocasiones. Toma en cuenta las señales que indican que quizá estés demasiado desentendido de  tus finanzas.","For you, Carefree is a dominant Habitude and falls within a strong range. Watch for indications that you may be too unconcerned with your finances.",,,
report.adult.summary.ca.low,Estás usando el Hábito Espiritu Libre en moderación.,You are using the Carefree Habitude in moderation.,,,
report.adult.summary.ca.medium,"Para ti, Espiritu Libre es un hábito dominante. No quieres pensar o preocuparte por dinero.","For you, Carefree is a dominant Habitude. You don't want to think or worry about money.",,,
report.adult.summary.ca.missing,"Para ti, Espiritu Libre es un hábito que falta. Esto significa que por ahora no es tu prioridad","For you, Carefree is a missing Habitude. This indicates it isn't your priority right now.",,,
report.adult.summary.gi.high,"Para ti, la Generosidad es un Hábito dominante y aplica en muchas ocasiones. Toma en cuenta las señales de que estás usando este hábito en exceso si estás dando muy seguido o demasiado.","For you, Giving is a dominant Habitude and falls within a strong range. Be alert to indications that you may be overusing this Habitude by giving too often or too much.",,,
report.adult.summary.gi.low,Estás usando el Hábito de Generosidad con moderación.,You are using the Giving Habitude in moderation.,,,
report.adult.summary.gi.medium,"Para ti, la Generosidad  es un hábito dominante. Esto significa que lo primero que piensas cuando recibes dinero será usarlo para ayudar a otros.","For you, Giving is a dominant Habitude. That means your first thought when you get money will be to use it to help others.",,,
report.adult.summary.gi.missing,"Para ti, la Generosidad es un hábito que falta. Esto significa que por ahora no es tu prioridad","For you, Giving is a missing Habitude. This indicates it isn't your priority right now.",,,
