ID,Deutsch,English,Comments,,
report.adult.summary.sp.medium,"Deine ""Spontanität""-Habitude ist dominant. Wenn du Geld bekommst, denkst du als erstes darüber nach, wie du es dafür ausgeben kannst, den Moment zu genießen. ","For you, Spontaneous is a dominant Habitude. That means your first thought when you get money will be to use it to let you enjoy the moment.",,,
report.adult.summary.sp.missing,"Die ""Spontanität""-Habitude fehlt dir. Das weist darauf hin, dass sie keine Priorität momentan für dich ist. ","For you, Spontaneous is a missing Habitude. This indicates it isn't your priority right now.",,,
report.adult.summary.st.high,"Deine ""Status""-Habitude ist stark dominant. Achte auf Anzeichen, dass du diese Habitude zu oft oder zu viel benutzt, um einen guten Eindruck zu hinterlassen. ","For you, Status is a dominant Habitude and falls within a strong range. That means when you get money, your first thought will be to use it to make a positive impression. Be alert to indications that you may be overusing this Habitude and trying too hard to make a positive impression.",,,
report.adult.summary.st.low,"Du benutzt deine ""Status""-Habitude maßvoll.",You are using the Status Habitude in moderation.,,,
report.adult.summary.st.medium,"Deine ""Status""-Habitude ist dominant. Wenn du Geld bekommst, denkst du als erstes darüber nach, wie du es dazu benutzen kannst, einen guten Eindruck zu machen. ","For you, Status is a dominant Habitude. That means your first thought when you get money will be to use it to make a positive impression.",,,
report.adult.summary.st.missing,"Die ""Status""-Habitude fehlt dir. Das weist darauf hin, dass sie keine Priorität momentan für dich ist. ","For you, Status is a missing Habitude. This indicates it isn't your priority right now.",,,
report.date_format,,"%B %-d, %Y","Date format, using keywords defined here: https://docs.python.org/2/library/datetime.html#strftime-and-strptime-behavior",,
report.footer_disclaimer,"LifeWise Strategies, LLP. Money Habitudes ist ein eingetragenes Warenzeichen. www.moneyhabitudes.com","&copy; LifeWise Strategies, LLP. &nbsp;Money Habitudes&reg; is a registered trademark. &nbsp;|&nbsp; www.moneyhabitudes.com","Please note we dont know whether this can simply be translated, since legal requirements may differ.",,
report.page_count,"""Seite"" ""{counter}","""Page ""{counter}",{counter} is the placeholder for page number.,,
web.category.ca,Sorgenfreiheit,Carefree,,,
web.category.gi,Hilfsbereitschaft,Giving,,,
web.category.pl,Planung,Planning,,,
web.category.se,Sicherheit,Security,,,
web.category.sp,Spontanität,Spontaneous,,,
web.category.st,Status,Status,,,
web.d.banner.modal.title,Money Habitudes Online,Money Habitudes Online,,,
web.d.banner.slogan,"MoneyHabitudes ist ein schneller und einfacher Weg, dir deiner finanziellen Persönlichkeit bewusst zu werden. ",Money Habitudes is the quick and easy way to understand your money personality,,,
web.d.banner.slogan2,"Seit über zehn Jahren hilft Money Habitudes Menschen dabei, über Geld zu sprechen und finanzielle Verhaltensweisen zu ändern. ","For over a decade, Money Habitudes has started hundreds of thousands of positive conversations about money, helping people change financial behaviors.",,,
web.d.banner.watch_demo,Sieh dir die Demo an.,Watch Demo,,,
web.d.distribute_games.name,Verteile Spiele,Distribute Games,,,
web.d.footer.about.link1,Über Syble Solomon,About Syble Solomon,,,
web.d.footer.about.link2,Vorträge,Speaking,,,
web.d.footer.about.link3,Weitere Produkte,Other Products,,,
web.d.footer.about.link4,Presse & Infos,Press & News,,,
web.d.footer.about.link5,Versionen ,Versions,,,
web.d.footer.about.title,Über Money Habitudes,About,,,
web.d.footer.blog.link1,Money Habitudes Blog,Money Habits and Attitudes Blog,,,
web.d.footer.blog.title,Blog,Blog,,,
web.d.footer.copyright,"� {0} LifeWise Strategies, LLP","� {0} LifeWise Strategies, LLP",0: The current year,,
web.d.footer.email,Email:,Email:,,,
web.d.footer.hiw.link1,So spielt man MoneyHabitudes,How to Play,,,
web.d.footer.hiw.link2,Vorteile,Benefits,,,
web.d.footer.hiw.link3,FAQ,FAQ,,,
web.d.footer.hiw.title,So funktioniert es,How It Works,,,
web.d.footer.home.link1,Zurück zur Startseite,Go to Main Site,,,
web.d.footer.home.title,Home,Home,,,
web.d.footer.mho.link1,Auswertung deiner finanziellen Persönlichkeit,Money Personality Assessment,,,
web.d.footer.mho.title,Money Habitudes Online,Money Habitudes Online,,,
web.d.footer.phone,Telefon: ,Phone:,,,
web.d.footer.privacy_policy,Datenschutzbestimmungen,Privacy Policy,,,
web.d.footer.products.link1,Anleitungen,Guides,,,
web.d.footer.products.link2,Karten ,Cards,,,
web.d.footer.products.link3,Pakete,Packages,,,
web.d.footer.products.title,Produkte,Products,,,
web.d.footer.resources.link1,Fallstudien ,Case Studies,,,
web.d.footer.resources.link2,"Arbeitsblätter, Ratgeber und Curricula","Worksheets, Guides, and Curricula",,,
web.d.footer.resources.link3,Trainings und Workshops,Training and Workshops,,,
web.d.footer.resources.link4,Grant funding,Grant Funding,Would leave it as is/remove - not applicable for Germany,,
web.d.footer.resources.link5,National Standards,National Standards,Would leave it as is/remove - not applicable for Germany,,
web.d.footer.resources.link6,Tips für die Verwendung von MoneyHabitudes mit Erwachsenen,Tips for Using Money Games With Adults,,,
web.d.footer.resources.link7,Finanzielle Angewohnheiten erkennen und ändern,Understanding and Changing Spending Habits,,,
web.d.footer.resources.link8,Statistiken,Financial Statistics,,,
web.d.footer.resources.title,Ressourcen,Resources,,,
web.d.footer.trademark, Money Habitudes ist ein eingetragenes Warenzeichen. ,Money Habitudes� is a Registered Trademark,,,
web.d.footer.wui.link1,Finanzplaner und -berater,Financial Planners & Advisors,,,
web.d.footer.wui.link2,Finanzcoaches,Financial Educators,,,
web.d.footer.wui.link3,Ehe- und Beziehungscoaches,Marriage & Relationship Educators,,,
web.d.footer.wui.link4,Lehrer und Jugendleiter,Teachers & Youth Leaders,,,
web.d.footer.wui.link5,"Therpeuten, Sozialarbeiter und Coaches","Therapists, Social Workers, & Coaches",,,
web.d.footer.wui.link6,"Firmen, Universitäten und Institutionen","Companies, Universities, & Institutions",Should we translate this as well?,,
web.d.footer.wui.title,Wer benutzt MoneyHabitudes?,Who uses it,,,
web.d.ght.anonymous,Anonymer Benutzer,Anonymous User,,,
web.d.ght.date,Datum,Date,,,
web.d.ght.delete_success,Das Spiel wurde gelöscht und der Betrag Ihrem Konto gutgeschrieben. ,We deleted this game and credited your account.,What does that mean here?,,
web.d.ght.detail.cancel_button,Abbrechen,Cancel,,,
web.d.ght.detail.completed,Spiel beendet:,Game completed:,,,
web.d.ght.detail.confirm_delete,Bist Du sicher? Das Spiel wird nicht gespeichert und der Zugang wird gesperrt.,Are you sure? All progress in this game will be lost and the player will lose access.,,,
web.d.ght.detail.pdf_report_button,PDF Report,PDF Report,,,
web.d.ght.detail.pro_report_button,Pro Report,Pro Report,,,
web.d.ght.detail.quick_report_button,Kurzreport,Quick Report,,,
web.d.ght.detail.revoke_button,Rückgängig,Revoke,,,
web.d.ght.detail.send_reminder_button,Erinnerung schicken,Send Reminder,,,
web.d.ght.download_data,Spieldaten herunterladen,Download game data,,,
web.d.ght.email,Email:,Email,,,
web.d.ght.empty1,"Dein Konto ist leer. Hierfür kann es einige Gründe geben, wie:","Your account is empty. This may happen for a few reasons, including:",,,
web.d.ght.empty2,"Du hast kein aktives Abo. Du kannst weitere Spiele dazubuchen, indem Du ""Abonnement"" im Drop-Down Menü wählst.",You don't have an active subscription. You can add uses through a subscription by going to the Subscription entry in the drop-down menu above.,,,
web.d.ght.empty3,"Du hast versucht einen Code einzulösen, hast den Vorgang aber nicht beendet. Versuch den Code nochmal zu benutzen - entweder, indem du auf den Link in deiner Email klickst oder deinen Code eintippst.",You tried to redeem a code but didn't make it through the process. Try redeeming the code again--either by clicking on the link in the email or typing in a code you were given.,,,
web.d.ght.empty4,"Du hast noch keine Aktivität. Nachdem ein Code genutzt wurde, den Du jemandem zugesandt hast, wird dieser hier erscheinen. Starte jetzt und schicke einen Code an jemanden!","You don't have any activity yet. After people use a code that you've given or sent to them, it will show up here. Get started by sending a code to someone now.",,,
web.d.ght.group,Gruppe,Group,,,
web.d.ght.in_progress,In Bearbeitung,In progress,,,
web.d.ght.reminder_success,Erinnerungsemail wurde geschickt.,Reminder email sent.,,,
web.d.ght.resume_play,Fortsetzen,Resume,,,
web.d.ght.status,Status,Status,,,
web.d.ght.title,Historie,History,,,
web.d.ght.usedby,Verwendet von,Used By,,,
web.d.ght.view_details,Details,View details,,,
web.d.navbar.code_placeholder,Gib deinen Code ein,enter your code,,,
web.d.navbar.contact_us,Kontaktiere uns,Contact Us,,,
web.d.navbar.dashboard,Dashboard,Dashboard,,,
web.d.navbar.login,Log In,Log In,,,
web.d.navbar.logout,Logout,Logout,,,
web.d.navbar.new_user,Neuer Benutzer?,New User?,,,
web.d.navbar.play,Los geht's!,Play,,,
web.d.navbar.referral,Hast du eine Empfehlung bekommen?,Got a Referral?,,,
web.d.navbar.returning_user,Bestehender Benutzer?,Returning user?,,,
web.d.navbar.settings,Einstellungen,Settings,,,
web.d.navbar.signup,Anmeldung,Sign Up,,,
web.d.navbar.subscription,Abonnement,Subscription,,,
web.d.play.card1.p,"Herzlichen Glückwunsch! Du hast alle Karten sortiert. Das ist die letzte Möglichkeit, Änderungen vorzunehmen. Anderenfalls, klicke hier um deine Ergebnisse zu sehen.","Congratulations! You've sorted all the cards. This is your last chance to make any changes, otherwise click to view your results.",,,
web.d.play.card1.view_results,Sieh dir deine Ergebnisse an,View Results,,,
web.d.play.error,Wir können den Server leider nicht erreichen. Überprüfe deine Internetverbindung und lade die Seite neu.,We weren't able to contact the server. Check your internet connection and refresh this page to continue.,,,
web.d.play.notme,Das bin ich nicht,Not Me,,,
web.d.play.sometimes,Manchmal,Sometimes,,,
web.d.play.thatsme,Das bin ich  ,That's Me,,,
web.d.pricing.app_branding,App screen branding (one-time),App screen branding (one-time),,,
web.d.pricing.app_branding_tooltip,"Diese Option ermöglicht es dir, dein eigenes Logo und ein paar Textzeilen in einige der Darstellungen zu integrieren. ",This option allows you to add your own logo and a few lines of text into some of the app screens.,,,
web.d.pricing.best_for,Am besten für:,Best for:,,,
web.d.pricing.codes,"Verschicke Codes an Schüler oder Kunden, damit diese sie kostenlos verwenden und ihre Ergebnisse sehen können. ",Send codes to clients or students to use for free and view those results,,,
web.d.pricing.group_codes,Guppencodes,Group codes,,,
web.d.pricing.group_codes_tooltip,"Alle Pläne kommen mit der Möglichkeit, individuelle Codes zu verschicken - ein Code pro Person. Das ""Gruppencode"" Add-On erlaubt es dir, Codes zu erstellen, die nochmal genutzt werden können. Das ist vor allem für Klassen und Gruppen geeignet, bei denen nicht alle Emailaddressen bekannt sind oder genutzt werden können. ","All plans come with the ability to give out individual, unique codes; one code per client. The 'group code' add-on allows you to create codes that can be reused. This is especially helpful for classes and groups, particularly those where you don't already have emails for all participants.",,,
web.d.pricing.individuals,Individuen,Individuals,,,
web.d.pricing.key_features,Schlüsselmerkmale,Key Features,"Where is this used? The current translation is technically right, but a bit of a strange expression to use. ",,
web.d.pricing.month,Monat,month,,,
web.d.pricing.monthly,Monatlich,Monthly,,,
web.d.pricing.one_use,1 Verwendung,1 use,,,
web.d.pricing.per_month,pro Monat,per month,,,
web.d.pricing.per_use,pro Verwendung,per use,,,
web.d.pricing.per_year,pro Jahr,per year,,,
web.d.pricing.prem,Premium,Premium,,,
web.d.pricing.prem_desc,"Große Events, Agenturen und Firmen","Big Events, Agencies, and Large Firms",,,
web.d.pricing.pro,Pro,Pro,,,
web.d.pricing.pro_desc,Professionelle Nutzern mit gelegentlicher Anwendug,Professionals with Occasional Use,,,
web.d.pricing.proplus,ProPlus,Pro Plus,,,
web.d.pricing.proplus_desc,"Regelmäßigue Nutzung von professionellen Nutzern, Lehrern oder kleinen und mittelständischen Organisationen","Regular Use by Professionals, Educators, or  Small-to-Mid-size Organizations",,,
web.d.pricing.proreport,Professioneller Report,Professional report,,,
web.d.pricing.proreport_tooltip,"Administratoren können standardmäßig die Ergebnisse und Reports ihrer Kunden sehen. Der professionelle Report zeigt weitere Datenpunkte, insbesondere die Übersicht welche Statements in welche Kategorien eingeordnet wurden. ","By default, administrators can see the results and the report that the clients see. The Professional Report adds more data, notably the ability to quickly see exactly which statements were sorted into which categories.",,,
web.d.pricing.report_branding,Reportcover mit Marken-/Firmenlogo (einmalig),Brand report cover (one-time),,,
web.d.pricing.report_branding_tooltip,"Diese Option ermöglicht es dir, den Bericht mit deinem Logo, Branding oder anderen Information anzupassen.","This option allows you to customize the printed report cover with your logo, branding, and information.",,,
web.d.pricing.signup,Anmeldung,Sign Up,,,
web.d.pricing.single,Single,Single,,,
web.d.pricing.subtitle,"Melde dich für Pro, ProPlus oder Premium an, um 10% zu sparen und bekomme  (???)","Subscribe to Pro, Pro-Plus, or Premium in advance to save 10% ��� and get a year's worth of codes upfront",not clear what one will get,,
web.d.pricing.title,"Tausende Lehrer, Finanzplaner, Therapeuten, Universitäten und Non-Profit Organisationen vertrauen MoneyHabitudes.","Money Habitudes is trusted by thousands of Financial Planners, Educators, Therapists, Universities & Non-Profits.",,,
web.d.pricing.uses_per_month,Nutzungen pro Monat,Uses/month,,,
web.d.pricing.uses_per_year,Nutzungen pro Jahr,Users/year,,,
web.d.pricing.uses_tooltip,"Administratoren können diese Anzahl an Nutzungen pro Abo-Periode vergeben. Nicht verwendetete Codes verfallen am Ende der Abo-Periode. Ein Jahresabonnement berechtigt zur Nutzung aller Codes über das Jahr, diese können dabei alle zusammen am Anfang oder über das Jahr verteilt genutzt werden. ","Administrators can give out this many uses per subscription period. If unused, remaining codes expire at the end of each period. Purchasing an annual plan adds 12 months of codes to your account upfront; these can be used all at once or spread out over the year.",,,
web.d.pricing.year,Jahr,year,,,
web.d.pricing.yearly,Jährlich,Yearly,,,
web.d.results.card1_button,Report ,View full report,,,
web.d.results.card1_p,"Deine Money Habitudes können sich durch die Umstände ändern, du kannst deine Gewohnheiten und Einstellungen aber auch bewusst ändern, um mehr Einfluss auf das Ergebnis zu haben. ",Your Money Habitudes may change with different circumstances or you can choose to intentionally change your habits and attitudes to take more control of your outcomes.,,,
web.d.results.card2,"Wenn deine Gewohnheiten und Einstellungen dich unterstützen, das Leben zu führen dass du führen möchtest, super! Falls nicht, oder falls du glaubst du würdest von einigen Änderungen profitieren, solltest du darüber nachdenken, einige Gewohnheiten und Einstellungen mehr oder weniger zu nutzen. ","If your Habitudes are helping you reach your goals and live the life you want to live, that's great! If not, or you feel you would benefit from some changes, you will want to either use some Habitudes more or some Habitudes less.",,,
web.d.results.card3.l1,Alle Habitudes sind gut. ,All Habitudes are good.,,,
web.d.results.card3.l2,Jede Habitude hat gewissen Vorteile und Herausforderungen. ,Every Habitude has advantages and challenges.,,,
web.d.results.card3.l3,Zu intensiver oder zu schwacher Gebrauch einer Habitude kann zu Herausforderungen führen. ,Overusing or underusing any Habitude can lead to challenges.,,,
web.d.results.card3.p1,"Während du deinen Report list, denke daran: ","As you read through your report, remember:",,,
web.d.results.card3.p2,Die Frage ist: ,The question to ask is:,,,
web.d.results.card3.p3,Wie gut funktioniert deine Kombination von Money Habitudes für dich?,How is your combination of Money Habitudes working for you?,,,
web.d.results.card4,"Du hast {0} in deinen ""Das bin ich""-Stapel sortiert. Betrachte es als Kontinuum: Wenige Karten bedeuten, deine Entscheidungen sind klar und konsistent, aber du ziehst bestimmte Optionen nicht in Betracht. Andererseits bedeuten viele Karten, dass du viele Optionen siehst. Dies kann es allerdings schwer machen, ein Ziel anzustreben und dabei konsistent zu sein. ","You put {0} cards (out of 54) in your That's Me pile. It's a continuum: Having fewer cards means your decisions are clear and consistent, but you may not consider options. On the other side, having many cards means seeing options, making it hard to stick to a goal or be consistent.","0: Number of cards in the ""That's Me"" pile",,
web.d.results.cardintro,"Es gibt 6 grundlegende Kategorien von Gewohnheiten und Einstellungen zu Geld und die Karten, die du in deinem ""Das bin ich""-Stapel gelegt hast, zeigen deine individuelle Kombination. Es gibt keine richtige oder ""beste"" Kombination von Money Habitudes. ","There are six basic patterns of habits and attitudes about money and the cards you placed in your ""That's Me"" pile will show your individual combination. There is no right or best combination of Money Habitudes.",,,
web.d.results.cardme,"Dein ""Das bin ich""-Stapel",Your That's Me Pile,,,
web.d.results.cardnot,"Dein ""Das bin ich nicht""-Stapel",Your Not Me Pile,,,
web.d.results.cardsome,"Dein ""Manchmal""-Stapel",Your Sometimes Pile,,,
web.d.settings_branding.delete_button,Bild löschen,Delete image,,,
web.d.settings_branding.p1,Hier kannst du Bilder im .jpg oder .png-Format hochladen um das Deckblatt des PDF-Reports und der App zu personalisieren oder branden. ,You may upload any jpg or png format image to brand the PDF report cover and app screens for your clients.,,,
web.d.settings_branding.p2,Bilder werden skaliert um in eine 600x200 Pixel-Box zu passen. ,Images are scaled to fit in a 600x200 pixel box.,,,
web.d.settings_branding.preview_report,Report-Branding anschauen,View report branding,,,
web.d.settings_branding.preview_site,Site-Branding anschauen,View site branding,,,
web.d.settings_branding.text,"Du kannst bis zu 5 Zeilen Text eingeben, welcher auf dem Deckblatt des PDF-Reports und der App zu sehen sein wird. ",You may enter up to 5 lines of text to show on the PDF report cover page and app screens.,,,
web.d.settings_branding.title,Brande die Money Habitudes Erfahrung deiner Kunden,Brand your clients' Money Habitudes experience,,,
web.d.settings_branding.update_button,Branding aktualisieren,Update branding,,,
web.d.settings_codes.available,"Du hast {0} Spiele verfügbar, um sie zu verteilen. ",You have {0} games available to distribute.,0: Number of games available to distribute.,,
web.d.settings_codes.code_h,Code,Code,,,
web.d.settings_codes.code_table_title,Codes,Codes,,,
web.d.settings_codes.create_code_button,Code erstellen,Create Code,,,
web.d.settings_codes.date_h,Datum,Date,,,
web.d.settings_codes.detail.code,Code:,Code:,,,
web.d.settings_codes.detail.delete_button,Rückgängig,Revoke,,,
web.d.settings_codes.detail.link,Link teilen,Share link,,,
web.d.settings_codes.detail.update_button,Anteil aktualisieren,Update share total,What is meant here?,,
web.d.settings_codes.detail.update_label,Anteil aktualisieren:,Update share total:,What is meant here?,,
web.d.settings_codes.detail.utilization,Nutzung: ,Utilization:,,,
web.d.settings_codes.email_h,Gruppenname / Email-Adresse,Group Name / Email Address,,,
web.d.settings_codes.email_notfound,Keine Email-Adresse gefunden. ,No email addresses found.,,,
web.d.settings_codes.email_placeholder,Email-Adressen hier eingeben,Enter email addresses here,,,
web.d.settings_codes.email_prompt,Email-Adressen unten eingeben,Enter email addresses below,,,
web.d.settings_codes.email_send,Verifizieren und senden,Verify and Send,,,
web.d.settings_codes.email_success,Emails gesendet,Emails sent.,,,
web.d.settings_codes.email_title,Sende individuelle Codes per Email,Send unique codes via email,,,
web.d.settings_codes.group_create,Code erstellen,Create code,,,
web.d.settings_codes.group_desc,"Gruppencodes können mehrere Male von verschiedenen Nutzern genutzt werden, und Ergebnisse können dem Gruppencode zugeordnet dargestellt werden. ","Group codes can be used multiple times by different users, and results can be organized by group code.",,,
web.d.settings_codes.group_label,Eventname (optional),Event name (optional),,,
web.d.settings_codes.group_size,Anzahl Nutzungen,Number of uses,,,
web.d.settings_codes.group_success,Gruppencode erstellt.,Group code created.,,,
web.d.settings_codes.group_title,Gruppencode erstellen,Create a group code,,,
web.d.settings_codes.not_allowed,Sie dürfen diesen Service nicht nutzen.,You are not allowed to use this service.,,,
web.d.settings_codes.none_available,Du hast keine Spiele nur Nutzung verfügbar. ,You don't have any games available to use.,,,
web.d.settings_codes.not_available,Du hast nicht genügend Spiele verfügbar. ,You don't have enough games available.,,,
web.d.settings_codes.search_placeholder,Suche,Search,,,
web.d.settings_codes.send,Senden,Send,,,
web.d.settings_codes.start_button,Spiel starten,Start game,,,
web.d.settings_codes.start_title,Starte ein neues Spiel mit diesem Account,Start a new game with this account,,,
web.d.settings_codes.title,Codes erstellen,Create codes,,,
web.d.settings_codes.used_h,Bereits verwendet,Used,,,
web.d.settings_codes.view_details,Details anschauen,VIEW DETAILS,,,
web.d.settings_general.cancel_billing_button,Rechnungsstellung abbrechen,Cancel/Stop Billing,What is meant here?,,
web.d.settings_general.change_billing_button,Automatische Rechnungsstellungangaben ändern,Change Auto Billing Information,What is meant here?,,
web.d.settings_general.change_plan,Plan ändern,Change Plan,What is meant here?,,
web.d.settings_general.change_success,"Dein Passwort wurde aktualisiert. Melde dich an, um fortzufahren. ",Your password was updated. Login to continue.,,,
web.d.settings_general.credit_success,Deine Kreditkarteninformationen wurden aktualisiert. ,Your credit card information has been updated.,,,
web.d.settings_general.email,Email-Adresse:,Email Address:,,,
web.d.settings_general.expires_on,Verfällt am: ,Expires on:,,,
web.d.settings_general.games_left,Anzahl Spiele übrig: ,Games left:,,,
web.d.settings_general.language,Sprache: ,Language,,,
web.d.settings_general.name,Name: ,Name:,,,
web.d.settings_general.new_pass,Neues Passwort: ,New Password:,,,
web.d.settings_general.old_pass,Altes Passwort: ,Old Password:,,,
web.d.settings_general.password_fail,"Tut uns leid, dein neues Passwort und deine Passwortbestätigung stimmen nicht überein. ","Sorry, your new password and password confirmation don't match.",,,
web.d.settings_general.payment_title,Bezahlung,Payment,,,
web.d.settings_general.purchase_new,Neuen Plan bestellen,Purchase new plan,"What is meant with ""plan""?",,
web.d.settings_general.renewal_end,Wird nicht verlängert,Will not renew,,,
web.d.settings_general.renews_on,Verlängert sich am: ,Renews on:,,,
web.d.settings_general.retype_pass,Neues Passwort nochmals eingeben: ,Retype New Password:,,,
web.d.settings_general.subscription_title,Abo verlängern,Subscription Plan,,,
web.d.settings_general.update_button,Aktualisieren,Update,,,
web.d.settings_general.update_payment_info_label,Zahlungsinformationen aktualisieren,Update payment information,,,
web.d.settings_general.update_success,Deine persönlichen Informationen wurden aktualisiert. ,Your personal information was updated.,,,
web.d.settings_general.user_info,Benutzerinformation,User Info,,,
web.d.splash.addon_branding,Individualisiere den Look mit deinem eigenen Branding,Customize the look with your own branding,,,
web.d.splash.addon_pro,Zugang zu einem professionellen Report mit zusätzlichen Datenpunkten,Access to a special professional's report with additional data,,,
web.d.splash.addon.group,Einfache Ausgabe von Codes für Klassen und größere Events,Easily give out codes for classes and big events,,,
web.d.splash.device.sub,"Nutze ein Handy, Tablet oder Computer um Money Habitudes online zu spielen. ","Use a phone, tablet or computer to access Money Habitudes Online.",,,
web.d.splash.device.title,Nutze es mit jedem Gerät,Use With Any Device,,,
web.d.splash.immediate.sub,Die Zusammenfassung der Ergebnisse und der detaillierte Persönlichkeitsreport sind einfach zu verstehen. ,The summary of results and the detailed money personality report are easy to understand.,,,
web.d.splash.immediate.title,"Erhalte sofort vollständige, personalisierte Ergebnisse","Get Complete, Personalized Results Immediately",,,
web.d.splash.plus_desc,"Für die regelmäßige Nutzung professioneller Berater, Lehrer, oder kleinen bis mittelständischen Organisationen","For Regular Use by Professionals, Educators, or  Small-to-Mid-size Organizations",,,
web.d.splash.plus_title,Pro Plus,Pro Plus,,,
web.d.splash.prem_desc,"Für große Events, Agenturen und große Firmen","For Big Events, Agencies, and Large Firms",,,
web.d.splash.prem_title,Premium,Premium,,,
web.d.splash.pro.h,Angepasst für professionelle Berater,Great for Professionals,,,
web.d.splash.pro.l1,"Einfaches Senden von Codes an Kunden, Studenten oder Schüler.",Easily send codes to clients or students.,,,
web.d.splash.pro.l2,Ein Administrator-Dashboard erlaubt eine schnelle Übersicht über Ergebnisse und Reports.,Admin Dashboard gives quick access to results and reports.,,,
web.d.splash.questions.email,Deine Email-Adresse,Your Email Address,,,
web.d.splash.questions.error,Fehler: ,Error:,,,
web.d.splash.questions.error_detail,Bitte alle Felder ausfüllen,Please fill in all fields,,,
web.d.splash.questions.message,Deine Nachricht,Your Message,,,
web.d.splash.questions.name,Dein Name,Your Name,,,
web.d.splash.questions.org_name,Name der Organisation,Organization Name,,,
web.d.splash.questions.org_title,Gib den vollständigen Namen der Organisation ein: ,Enter a full organization name,,,
web.d.splash.questions.phone,Telefon: ,Phone number,,,
web.d.splash.questions.sample,"Ich erwäge, Money Habitudes beruflich zu nutzen und würde gerne ein Testspiel absolvieren. ",I'd like to try a sample game to consider using it in my work.,,,
web.d.splash.questions.sub,"Kontaktiere uns für zusätzliche Individualisierungsmöglichkeiten, Software/Website-Integration und größere Mengen…","Contact us for additional customization, software/website Integration, and large volumes ...",,,
web.d.splash.questions.success,Erfolg: ,Success:,,,
web.d.splash.questions.success_detail,Vielen Dank! Wir haben deine Nachricht erhalten. ,Thanks! We received your message.,,,
web.d.splash.questions.title,Fragen?,Questions?,,,
web.d.splash.request_trial,Frage ein Probespiel an,Request a trial,,,
web.d.splash.table.addon,Zusätzliche Optionen:,Add-on Options:,,,
web.d.splash.table.features,Schlüsselmerkmale,Key Features,,,
web.d.splash.table.learn_more,Erfahre mehr,Learn More,,,
web.d.splash.table.monthly,Monatlich,Monthly,,,
web.d.splash.table.number,Anzahl der Nutzungen,No. of Uses:,,,
web.d.splash.table.pro_desc,Für professionelle Nutzer mit gelegentlicher Nutzung,For Professionals with Occasional Use,,,
web.d.splash.table.pro_title,Pro,Pro,,,
web.d.splash.table.standard,Standard,Standard,,,
web.d.splash.table.standard_desc,Für Einzelpersonen,For Individuals,,,
web.d.splash.table.standard_use,1 Nutzung,1 use,,,
web.d.splash.table.types,Arten von Nutzern: ,Type of Users:,,,
web.d.splash.table.yearly,Jährlich,Yearly,,,
web.d.splash.trust.sub,"Melde dich für Pro, ProPlus oder Premium an, um 10% zu sparen und bekomme  (???)","Subscribe to Pro, Pro-Plus, or Premium in advance to save 10% ��� and get a year's worth of codes upfront",not clear what one will get,,
web.d.splash.trust.title,"Tausende Lehrer, Finanzplaner, Therapeuten, Universitäten und Non-Profit Organisationen vertrauen MoneyHabitudes.","Money Habitudes is trusted by thousands of Financial Planners, Educators, Therapists, Universities, and Non-Profits.",,,
web.d.splash.uses_per_month,Nutzungen pro Monat,uses/month,,,
web.d.splash.uses_per_year,Nutzungen pro Jahr,uses/year,,,
web.d.subscription_alert.button,Plan reaktivieren,Re-activate your Plan,What is a plan? A subscription?,,
web.d.subscription_alert.p,Dein Konto wurde aufgrund von Problemen bei der Bezahlung gesperrt. ,Your account has been suspended because of billing issues.,,,
web.d.tutorial.card1.p1,Entdecke deine Money Habitudes in 5-10 Minuten. ,Discover your Money Habitudes in 5-10 minutes.,,,
web.d.tutorial.card1.p2,So geht's…,Here's how to play ...,,,
web.d.tutorial.card2.l1,Reagiere schnell. Denk nicht zu viel nach!,Go quickly. Don't think too much!,,,
web.d.tutorial.card2.l2,Es gibt keine richtigen oder falschen Antworten. ,There are no right or wrong answers.,,,
web.d.tutorial.card2.l3,Lies einfach die Karte…,Simply read the card ...,,,
web.d.tutorial.card3,"…und drücke die Taste, die auf dich zutrifft!",... and tap the button that applies.,,,
web.d.tutorial.card4.button,Los geht's!,Get started,,,
web.d.tutorial.card4.p,Mache dies für alle Karten und schau dir die Ergebnisse an. ,Do this for all the cards and see your results.,,,
web.error.generic,"Entschuldige bitte, da ist etwas schief gelaufen. ","Sorry, something went wrong.",,,
web.error.login_already,Du bist bereits angemeldet. ,You're already logged in.,,,
web.error.login_required,Du musst dich zuerst anmelden. ,You must log in first.,,,
web.s.codes.anonymous.name,Gib deinen Namen ein.,Enter your name,,,
web.s.codes.change,Konto ändern. ,Change Account,,,
web.s.codes.confirm.anonymous,Möchtest du ein neues Spiel starten?,Would you like to start a new game?,,,
web.s.codes.confirm.email,Möchtest du ein neues Spiel mit deinem Konto {0} starten?,Would you like to start a new game with your account {0}?,{0} is the placeholder for the user's name.,,
web.s.codes.confirm.pay,Dieses Spiel kostet $5.00 to play. Enter your payment details to begin. ,This game costs $5.00 to play. Enter your payment details to begin.,We may want to show this in €, is the amount still right then?,
web.s.codes.continue.b,Weiterspielen,Continue Playing,,,
web.s.codes.continue.h,"Mach weiter, wo du aufgehört hast. ",Pick up where you left off,,,
web.s.codes.h,Los geht's!,Let's Get Started,,,
web.s.codes.na.back,Zurück,Go back,,,
web.s.codes.na.h,Code nicht verfügbar,Code not available,,,
web.s.codes.na.p,"Tut uns leid, dieser Code ist nicht verfügbar. ","Sorry, this code is not available.",,,
